Well,Date,Time,Mud Wt. In (ppg),Mud Wt. Out  (ppg),Temp Out deg °F,Funnel Viscosity ,Fann 600 rpm,Fann 300 rpm,Fann 200 rpm,Fann 100 rpm,Fann 6 rpm,Fann 3 rpm,Plastic Viscosity (lb/100ft²),Yield Point (lb/100ft²),Gel 10Sec (lb/100ft²),Gel 10min (lb/100ft²),n,K,API Fluid Loss (ml),Cake mm,pH,Pm,Pf,Mf,Chloride mg/l,Ca+ mg/l,NaO mg/l,KCl ppb,K+ mg/l,HTHP Water(ml) ,HTHP (Cake mm),Water % ,Retort Solids  % ,Corrected Solids %,Oil%,Sand %,Solids ASG,LGS %,HGS % ,MBT
OVHOR - 13,7/16/2012,8:00HRS,,,,,,,,,,,,,,,,,,,9,,,,2800,200,,,,,,,,,,,,,,
,,15:00HRS,8.9,8.9,,65,65,50,42,37,25,23,15,35,26,30,0.4,2.4,,,9,,,,2800,200,,,,,,,,,,,,,,
,,24:00HRS,8.9,8.9,,65,65,50,42,37,25,23,15,35,26,30,0.4,2.4,,,9,,,,2800,200,,,,,,,,,,,,,,
,7/17/2012,8:00HRS,8.7,8.7,,80,35,29,21,17,10,8,6,23,13,26,0.3,2.7,15,2,9,,,,2800,200,,,,,,98,2,,,0.8,,,,20
,,15:00HRS,8.7,8.7,,80,35,29,21,17,10,8,6,23,13,26,0.3,2.7,15,2,9,,,,2800,200,,,,,,98,2,,,0.8,,,,20
,,24:00HRS,8.7,8.7,,80,35,29,21,17,10,8,6,23,13,26,0.3,2.7,15,2,9,,,,2800,200,,,,,,98,2,,,0.8,,,,20
,7/18/2012,8:00HRS,8.7,8.7,,80,35,29,21,17,,8,6,23,13,26,0.3,2.7,15.5,2,9,,,,2800,200,,,,,,98,2,,,0.8,,,,20
,,15:00HRS,8.7,8.7,,80,35,29,21,17,10,8,6,23,13,26,0.3,2.7,15.5,2,9,,,,2800,200,,,,,,98,2,,,0.8,,,,20
,,24:00HRS,8.7,8.7,,80,35,29,21,17,,8,6,23,13,26,0.3,2.7,15.5,2,9,,,,2800,200,,,,,,98,2,,,0.8,,,,20
,7/19/2012,8:00HRS,8.7,8.8,,69,,,,,,,,,,,,,9,1,9,1.1,0.65,0.9,24000,200,,18,27000,,,98,2,,,,,,,10
,,15:00HRS,8.8,8.7,,60,35,29,21,17,10,,6,23,8,19,0.3,2.7,7,1,9,1.1,0.65,0.9,33000,200,,23,34500,,,97,2,,1,0.8,,,,10
,,24:00HRS,9,9,,,50,41,33,21,10,9,9,32,10,22,0.3,3.5,7,1,9,1.1,0.65,0.9,22000,200,,29.4,44100,,,98,2,,,0.8,,,,10
,7/20/2012,8:00HRS,8.8,8.8,,60,51,41,21,21,10,,9,32,8,19,0.3,3.5,8,1,9,1.1,0.65,0.9,22000,200,,18,27000,,,92,2,,2,0.2,,,,10
,,15:00HRS,8.8,8.8,,60,51,41,21,21,10,,9,32,8,19,0.3,3.5,7,1,9,1.1,0.65,0.9,22000,200,,23,34500,,,92,2,,2,0.2,,,,10
,,24:00HRS,8.8,8.8,,60,51,41,21,21,10,,9,32,8,19,0.3,3.5,7,1,9,1.1,0.65,0.9,22000,200,,29.4,44100,,,92,2,,2,0.2,,,,10
,7/21/2012,8:00HRS,8.8,8.8,,67,55,40,31,23,10,7,15,25,9,19,0.5,,7,1,9,1.1,0.65,0.9,39000,200,,28,42000,,,94,4,4.08,2,0.8,6.12,2.42,4.4,10
,,15:00HRS,8.8,8.9,,60,56,40,32,23,9,6,16,24,8,19,0.5,1,6,1,9,1.1,0.65,0.9,39000,200,,28,42000,,,94,4,4.08,2,0.8,6.12,2.42,4.4,10
,,24:00HRS,8.8,8.8,,65,56,40,34,25,10,9,15,26,10,22,0.4,1.3,7,1,9,1.1,0.65,0.9,39000,200,,28,42000,,,94,4,4.08,2,0.8,6.12,2.42,4.4,10
,7/22/2021,8:00HRS,8.9,8.9,,,65,56,41,34,25,10,9,47,10,15,0.2,7.5,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,93,4,4.08,3,0.8,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,60,52,39,34,30,11,8,13,26,10,15,0.4,1.5,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,3,4.08,3,1.2,6.12,2.9,4.4,10
,,24:00HRS,8.9,8.9,,60,53,40,33,25,11,8,13,27,10,15,0.4,1.6,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,3,4.08,3,0.9,6.12,2.9,4.4,10
,7/23/2012,8:00HRS,8.9,8.9,,60,53,40,33,25,11,8,13,27,10,15,0.4,,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,93,4,4.08,3,1.2,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,54,52,39,34,30,11,8,13,26,10,15,0.4,1.5,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,93,4,4.08,3,1.2,6.12,2.9,4.4,10
,,24:00HRS,8.9,8.9,,60,53,40,33,25,11,8,13,27,10,15,0.4,1.6,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,93,4,4.08,3,0.9,6.12,2.9,4.4,10
,7/24/2012,8:00HRS,8.9,8.9,,60,53,40,33,25,11,8,13,27,8,17,0.4,1.2,6,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,4,4.08,3,0.8,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,58,58,42,34,25,10,8,16,26,10,15,0.5,1.2,5,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,3,4.08,3,1,6.1,2.9,4.4,10
,,24:00HRS,8.9,8.9,,60,57,42,34,24,10,8,15,27,10,15,0.4,1.4,5,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.9,4.4,10
,7/25/2012,8:00HRS,8.9,8.9,,58,58,42,34,25,10,8,16,26,10,15,0.5,1.2,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,58,58,42,34,25,10,8,16,26,10,15,0.5,1.2,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.9,4.4,10
,,24:00HRS,8.9,8.9,,60,57,42,34,24,10,8,15,27,10,10,0.4,1.4,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.9,4.4,10
,7/26/2012,8:00HRS,8.9,8.9,,60,57,42,34,24,10,8,15,27,10,10,0.4,1.2,5,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,58,58,42,34,25,10,8,16,26,10,15,0.5,1.2,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.9,4.4,10
,,24:00HRS,8.9,8.9,,60,57,42,34,24,10,8,15,27,10,10,0.4,1.4,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.9,4.4,10
,7/27/2012,8:00HRS,8.9,8.9,,52,45,36,30,22,8,6,9,27,9,12,0.3,1.2,4.5,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,51,45,34,29,21,8,8,11,23,9,12,0.4,1.4,4.5,1,9,1.1,0.65,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.1,2.9,4.4,10
,,24:00HRS,8.9,8.9,,48,44,30,29,21,8,8,14,16,9,12,0.6,0.5,4.5,1,9,1.1,0.65,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.1,2.9,4.4,10
,7/28/2012,8:00HRS,8.9,8.9,,44,43,30,28,21,8,8,13,17,,11,0.5,1.4,4.5,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,47,45,34,29,21,8,8,11,23,9,12,0.4,1.4,4.5,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.1,2.9,4.4,10
,,24:00HRS,8.9,8.9,,47,44,30,29,21,8,8,14,16,9,12,0.6,0.5,4.5,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,3,4.08,3,1,6.1,2.9,4.4,10
,7/29/2012,8:00HRS,8.9,8.9,,48,41,32,28,20,7,8,9,23,9,11,0.4,,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.42,4.4,10
,,15:00HRS,8.9,8.9,,45,40,31,29,21,8,8,9,22,9,12,0.4,1.6,4.8,1,9,1.1,0.7,1,22000,200,,28,42000,,,94,3,4.08,3,1,6.1,2.9,4.4,10
,,24:00HRS,8.9,8.9,,45,41,30,29,21,8,8,11,19,9,12,0.5,0.9,4.8,1,9,1.1,0.65,0.9,22000,200,,28,42000,,,94,3,4.08,3,1,6.12,2.9,4.4,10
OBEN - 15ST,5/2/2012,8:00HRS,9.1,9.1,,63,80,60,40,42,8,6,20,40,6,11,0.4,,3.4,1,9.5,0.6,0.35,0.4,41000,80,,28,42000,,,92,6,3.97,4,1,3,2.19,1,4
,,15:00HRS,9.1,9.1,,60,75,55,42,36,11,7,20,35,7,13,0.4,1.7,3.4,1,9.5,0.6,0.35,0.4,41000,80,,28,42000,,,92,6,3.97,4,0.6,3,2.19,1,4
,,24:00HRS,9.1,9.1,,70,80,55,41,31,8,6,25,30,6,10,0.5,1,3.4,1,9.5,0.6,0.35,0.4,41000,80,,28,42000,,,92,6,3.97,4,0.6,3,2.19,1,4
OBEN - 8,8/5/2012,8:00HRS,9.2,9.2,,55,58,42,32,25,12,8,16,26,8,13,0.5,1.2,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,,15:00HRS,9.2,9.2,,57,57,42,32,26,12,9,15,27,8,13,0.4,1.4,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,,24:00HRS,9.2,9.2,,56,57,42,32,26,12,9,15,27,8,13,0.4,1.4,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,8/6/2012,8:00HRS,9.2,9.2,,56,57,42,32,26,12,9,14,28,8,13,0.4,1.6,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,,15:00HRS,9.2,9.2,,57,58,41,32,26,12,9,17,24,8,13,0.5,0.9,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,,24:00HRS,9.2,9.2,,56,57,42,32,26,12,9,15,27,8,13,0.4,1.4,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,8/7/2012,8:00HRS,9.2,9.2,,56,57,42,32,26,12,9,15,27,8,12,0.4,1.4,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,,15:00HRS,9.2,9.2,,57,58,41,32,26,12,9,17,24,8,12,0.5,0.9,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,,24:00HRS,9.2,9.2,,57,58,41,32,26,12,9,17,24,8,12,0.5,0.9,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,0.5,3,2,0.8,3
,8/8/2012,8:00HRS,9.2,,,56,58,41,32,26,12,9,17,24,8,12,0.5,0.9,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.5,3
,,15:00HRS,9.2,,,57,57,41,32,26,12,9,16,25,8,13,0.5,1.1,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.6,3
,,24:00HRS,9.2,,,57,57,41,32,26,12,9,16,25,,13,0.5,1.1,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.6,3
,8/9/2012,8:00HRS,9.2,,,53,71,51,41,29,12,9,20,31,8,13,0.5,1.3,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.5,3
,,15:00HRS,9.2,,,54,70,50,42,28,12,9,20,30,8,12,0.5,1.2,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.6,3
,,24:00HRS,9.2,,,54,66,47,38,27,12,9,19,28,8,12,0.5,1.1,4.5,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.6,3
,8/10/2012,8:00HRS,9.2,,,53,66,47,38,27,12,9,19,28,8,12,0.5,1.1,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.5,3
,,15:00HRS,9.2,,,54,69,48,42,28,12,9,21,27,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.6,3
,,24:00HRS,9.2,,,55,69,48,42,28,12,9,21,27,,,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2,0.6,3
,8/11/2012,8:00HRS,9.2,9.2,,50,67,47,42,28,12,9,20,27,8,12,0.5,1,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,15:00HRS,9.2,9.2,,52,69,48,42,28,12,9,21,27,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,24:00HRS,9.2,,,51,69,48,42,28,12,9,21,27,,,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,8/12/2012,8:00HRS,9.2,9.2,,51,69,48,42,28,12,9,21,27,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,15:00HRS,9.2,9.2,,50,68,47,41,29,12,9,21,26,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,24:00HRS,9.2,9.2,,52,69,47,42,29,12,9,20,27,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,8/13/2012,8:00HRS,9.3,9.2,,52,67,47,42,29,12,9,20,27,8,12,0.5,1,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,15:00HRS,9.3,9.3,,50,68,47,41,29,12,9,21,26,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,24:00HRS,9.3,9.3,,50,68,47,41,29,12,9,21,26,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,8/14/2012,8:00HRS,9.3,,,50,68,47,41,29,12,9,21,26,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,15:00HRS,9.3,,,52,68,47,41,29,12,9,21,26,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
,,24:00HRS,9.3,,,51,68,47,41,29,12,9,21,26,8,12,0.5,0.9,4,1,9.5,0.6,0.35,0.4,68000,,,42,63000,,,89,5,3.97,6,TRACE,3,2.1,0.5,3
OVHOR - 14,9/26/2012,8:00HRS,8.6,,,96,75,57,49,41,24,18,18,39,13,24,0.4,,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,15:00HRS,8.6,,,96,76,58,47,41,23,18,18,40,13,24,0.4,2.6,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,24:00HRS,8.6,,,96,75,57,49,41,24,18,18,39,13,24,0.4,2.5,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,9/27/2012,8:00HRS,8.6,,,95,74,56,48,40,23,17,18,38,13,24,0.4,2.4,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.8,,,,20
,,15:00HRS,8.6,,,95,74,56,48,40,23,17,18,38,13,24,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,24:00HRS,8.6,,,95,74,56,48,40,23,17,18,38,13,24,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,9/28/2012,8:00HRS,8.6,,,95,74,56,48,40,23,17,18,38,,,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,15:00HRS,8.6,,,95,74,56,48,40,23,17,18,38,13,24,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,24:00HRS,8.6,,,95,74,56,48,40,23,17,18,38,13,24,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,9/29/2012,8:00HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,24:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,9/30/2012,8:00HRS,8.6,,,96,76,58,45,39,22,,18,40,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,15:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,24:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,10/1/2012,8:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,15:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,24:00HRS,8.6,,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,10/5/2012,8:00HRS,8.6,8.7,,98,77,58,47,39,22,18,19,39,16,25,0.4,2.3,17,2,9,1,0.6,0.9,2800,200,,,,,,97,3,,,0.3,,,,20
,,15:00HRS,8.7,8.8,,70,65,48,43,35,18,12,17,31,12,23,0.4,1.6,15,2,9.5,1,0.6,0.9,2800,200,,,,,,96,4,,,9,,,,20
,,24:00HRS,8.6,8.6,,65,63,49,40,31,17,13,14,35,13,22,0.4,2.6,13,1,9.5,1,0.6,0.9,2800,200,,,,,,97,3,,,0.6,,,,20
,10/6/2012,8:00HRS,8.6,8.6,95,65,63,49,40,31,17,13,14,35,13,23,0.4,2.6,10,1,9.5,1,0.6,0.9,2800,200,,7.1,10650,,,97,3,,,0.6,,,,10
,,15:00HRS,8.8,8.8,96,65,63,49,40,31,17,13,14,35,13,23,0.4,2.6,10,1,9.5,1,0.6,0.9,19000,200,,14,21000,,,95,2,,3,1,,,,10
,,24:00HRS,8.8,8.8,96,60,62,44,38,30,15,11,18,26,11,20,0.5,1,6,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,,3,1,,,,10
,10/7/2012,8:00HRS,8.8,8.8,98,60,62,44,38,30,15,11,18,26,12,21,0.5,1,6,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,4,3,1,6.1,1.5,4.4,10
,,15:00HRS,8.9,8.9,99,61,62,45,40,29,16,12,17,28,12,23,0.5,1.3,5.6,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,,24:00HRS,8.9,8.9,100,67,64,45,42,31,17,14,19,26,13,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,10/8/2012,8:00HRS,8.9,8.9,101,65,64,45,42,31,17,14,19,26,12,25,0.5,,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,4,3,0.6,6.1,1.5,4.4,10
,,15:00HRS,9,9,103,65,64,45,42,31,17,14,19,26,12,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,,24:00HRS,9,,,65,64,45,42,31,17,14,19,26,12,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,10/9/2012,8:00HRS,9,,,65,64,45,42,31,17,14,19,26,12,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,,15:00HRS,9,,,65,64,45,42,31,17,14,19,26,12,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,,24:00HRS,9,9,,65,64,45,42,31,17,14,19,26,12,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,95,2,0.18,3,1,22.36,1.52,1.34,10
,10/10/2012,8:00HRS,9,9,102,65,64,45,42,31,17,14,19,26,12,25,0.5,1,5.5,1,9.5,1,0.6,0.9,34000,200,,25,37500,,,94,2,0.18,4,1,22.36,1.52,1.34,10
